emp_no,dept_no,from_date,to_date
261801,d007,1990-07-14,9999-01-01
261809,d002,1989-10-25,9999-01-01
261813,d009,1992-10-11,1992-11-15
261814,d004,1995-08-31,9999-01-01
261815,d005,1988-03-25,9999-01-01
261829,d004,1988-09-07,9999-01-01
261839,d007,1993-03-08,9999-01-01
261842,d009,1992-07-20,1999-10-06
261848,d004,1989-02-28,9999-01-01
261849,d005,1987-08-20,9999-01-01
261851,d004,1994-01-08,9999-01-01
261863,d002,1997-10-11,9999-01-01
261866,d005,1992-01-01,9999-01-01
261867,d005,1992-07-07,2000-07-04
261872,d005,1995-12-18,9999-01-01
261880,d005,1993-06-26,9999-01-01
261883,d004,1998-04-13,9999-01-01
261883,d006,1985-03-17,1998-04-13
261884,d004,1986-01-19,9999-01-01
261908,d003,1989-12-10,9999-01-01
261912,d002,1985-05-20,9999-01-01
261913,d004,1998-09-08,9999-01-01
261933,d005,2000-12-10,9999-01-01
261933,d009,1995-12-29,2000-12-10
261940,d002,1989-08-08,9999-01-01
261957,d004,1995-08-31,9999-01-01
261984,d008,1994-01-04,9999-01-01
261998,d007,1996-07-26,9999-01-01
262002,d003,1986-01-16,9999-01-01
262007,d007,1988-03-08,9999-01-01
262055,d004,1985-03-25,9999-01-01
262080,d004,1997-05-02,9999-01-01
262084,d004,1992-01-08,9999-01-01
262086,d008,1994-02-17,9999-01-01
262096,d003,1996-08-21,9999-01-01
262133,d002,1993-04-21,9999-01-01
262140,d007,1998-01-07,1998-09-30
262140,d009,1998-09-30,9999-01-01
262141,d004,1985-06-07,9999-01-01
262153,d005,1986-03-12,9999-01-01
262155,d005,1992-07-30,9999-01-01
262162,d005,1994-05-25,9999-01-01
262165,d005,1997-03-09,9999-01-01
262175,d005,1990-04-24,9999-01-01
262176,d003,1991-06-23,9999-01-01
262193,d006,1994-03-24,9999-01-01
262204,d007,1991-06-29,1994-03-19
262220,d008,1993-08-09,9999-01-01
262229,d004,1989-06-19,9999-01-01
262237,d002,1988-10-19,9999-01-01
262239,d003,1989-08-30,9999-01-01
262247,d005,1994-10-08,9999-01-01
262251,d004,1997-02-23,9999-01-01
262252,d003,1997-09-03,2000-05-06
262257,d004,1996-08-29,9999-01-01
262262,d005,1986-12-17,9999-01-01
262273,d002,1996-11-23,9999-01-01
262273,d003,1987-10-29,1996-11-23
262304,d004,1987-12-24,9999-01-01
262311,d001,1995-11-25,9999-01-01
262330,d005,1993-07-27,9999-01-01
262342,d007,1999-05-20,9999-01-01
262356,d001,1988-09-23,9999-01-01
262358,d007,1989-12-12,9999-01-01
262369,d006,1987-01-07,1994-09-12
262385,d005,1999-03-24,1999-07-05
262385,d008,1999-07-05,9999-01-01
262410,d007,1994-09-29,9999-01-01
262416,d003,1990-05-05,9999-01-01
262428,d007,1986-05-19,9999-01-01
262433,d005,1994-05-16,1996-05-20
262437,d006,1995-09-04,9999-01-01
262453,d004,1998-08-03,2000-12-23
262453,d005,1997-05-11,1998-08-03
262461,d003,1994-01-15,9999-01-01
262462,d005,1991-09-07,1993-06-04
262490,d005,1999-06-01,9999-01-01
262492,d004,2000-08-25,9999-01-01
262492,d005,1989-03-24,2000-08-25
262557,d007,1988-10-15,9999-01-01
262559,d008,1991-03-26,9999-01-01
262563,d005,1987-10-21,9999-01-01
262566,d004,1988-04-07,9999-01-01
262587,d007,1997-12-17,9999-01-01
262594,d001,1997-03-20,9999-01-01
262594,d003,1989-09-30,1997-03-20
262609,d001,1999-11-14,9999-01-01
262610,d004,1992-06-16,9999-01-01
262618,d005,1999-01-30,9999-01-01
262642,d008,1999-11-11,9999-01-01
262643,d007,1989-07-02,9999-01-01
262644,d004,1993-03-01,9999-01-01
262644,d008,1988-08-13,1993-03-01
262649,d005,1989-09-26,9999-01-01
262653,d005,1997-02-23,9999-01-01
262675,d002,1986-09-01,9999-01-01
262679,d005,1987-12-21,9999-01-01
262708,d001,1989-08-30,2002-07-05
262714,d005,1994-02-07,9999-01-01
262715,d004,1989-10-14,9999-01-01
262761,d005,1997-02-24,2001-02-15
262798,d005,1997-11-20,9999-01-01
262802,d005,1993-02-01,9999-01-01
262823,d005,1987-06-23,9999-01-01
262827,d004,1989-08-30,9999-01-01
262850,d006,1997-03-23,1998-02-09
262851,d005,1991-07-25,2001-01-28
262851,d008,2001-01-28,9999-01-01
262860,d004,1986-08-05,9999-01-01
262920,d005,1989-05-08,9999-01-01
262923,d008,1993-07-03,9999-01-01
262929,d005,1990-01-14,9999-01-01
262937,d001,1994-06-02,9999-01-01
262960,d005,1986-11-12,9999-01-01
263019,d003,1994-09-25,9999-01-01
263025,d007,1992-11-07,9999-01-01
263047,d009,1991-08-22,9999-01-01
263052,d009,1998-09-27,9999-01-01
263058,d004,1996-06-07,1998-03-11
263063,d005,1992-10-26,9999-01-01
263070,d005,1996-06-26,9999-01-01
263091,d005,1998-11-16,2001-01-26
263093,d005,1985-12-24,2001-12-05
263093,d008,2001-12-05,9999-01-01
263107,d003,1990-02-16,9999-01-01
263112,d004,1987-10-07,9999-01-01
263117,d005,1991-09-21,2002-05-23
263124,d001,1989-09-12,9999-01-01
263133,d004,1990-04-10,9999-01-01
263148,d007,1989-01-28,9999-01-01
263153,d003,1996-10-21,9999-01-01
263154,d007,1995-09-17,1997-08-18
263161,d004,1985-06-16,1999-07-20
263161,d009,1999-07-20,9999-01-01
263171,d004,1997-07-07,1998-07-21
263196,d005,1988-06-03,1994-05-27
263197,d004,1994-05-15,9999-01-01
263200,d006,1996-12-16,9999-01-01
263214,d007,1994-06-11,2000-01-09
263218,d005,1995-08-21,9999-01-01
263226,d007,1995-03-22,9999-01-01
263241,d005,1985-04-21,9999-01-01
263242,d004,1988-08-07,9999-01-01
263285,d005,1996-06-11,9999-01-01
263306,d001,2001-09-27,9999-01-01
263306,d007,1989-10-24,2001-09-27
263312,d007,1990-12-22,9999-01-01
263313,d004,1987-04-30,9999-01-01
263316,d002,1998-11-25,9999-01-01
263316,d003,1988-05-21,1998-11-25
263326,d005,1996-03-11,9999-01-01
263327,d005,1999-01-29,9999-01-01
263338,d004,1988-02-08,9999-01-01
263369,d004,1992-07-21,9999-01-01
263392,d009,1989-10-25,9999-01-01
263398,d003,1996-08-29,9999-01-01
263401,d003,1985-07-07,9999-01-01
263416,d009,1987-11-02,9999-01-01
263417,d005,1992-06-23,9999-01-01
263426,d005,1997-05-12,9999-01-01
263431,d004,1989-11-10,1997-10-17
263431,d009,1997-10-17,9999-01-01
263432,d001,1998-09-08,9999-01-01
263433,d002,1995-09-17,9999-01-01
263440,d008,1988-05-30,9999-01-01
263453,d005,1989-04-28,9999-01-01
263474,d005,1991-10-17,9999-01-01
263476,d004,1994-10-07,9999-01-01
263487,d004,2000-06-18,9999-01-01
263487,d008,1998-12-06,2000-06-18
263488,d001,1998-07-16,9999-01-01
263495,d001,1993-01-17,9999-01-01
263504,d004,1996-06-21,9999-01-01
263512,d007,1987-05-20,2001-09-04
263519,d004,1989-04-29,9999-01-01
263522,d009,1993-11-08,9999-01-01
263546,d005,1987-03-01,9999-01-01
263554,d005,1995-07-15,9999-01-01
263556,d001,2001-10-26,9999-01-01
263556,d007,1999-10-11,2001-10-26
263587,d005,1987-05-28,9999-01-01
263603,d004,1986-08-12,9999-01-01
263605,d002,1999-01-12,9999-01-01
263605,d003,1990-11-15,1999-01-12
263622,d004,1991-05-22,9999-01-01
263635,d005,2001-03-03,9999-01-01
263635,d009,2000-01-20,2001-03-03
263675,d002,1986-12-04,9999-01-01
263678,d001,1988-07-20,9999-01-01
263679,d005,1995-10-26,9999-01-01
263695,d007,1999-05-19,9999-01-01
263696,d009,1988-03-10,2002-05-12
263698,d005,1996-06-01,9999-01-01
263741,d004,1991-10-29,9999-01-01
263755,d007,1994-04-07,9999-01-01
263762,d003,1991-04-06,1998-01-19
263763,d007,1987-11-02,9999-01-01
263793,d005,1985-03-03,1991-04-09
263801,d007,1992-04-08,9999-01-01
263831,d004,1992-12-19,1994-08-15
263831,d005,1992-11-13,1992-12-19
263836,d007,1993-03-15,9999-01-01
263847,d006,1985-09-21,9999-01-01
263872,d008,1989-06-04,9999-01-01
263886,d001,1991-11-04,9999-01-01
263893,d009,1987-08-21,9999-01-01
263900,d004,1993-10-27,9999-01-01
263907,d007,1986-02-11,2000-01-25
263909,d004,1997-09-12,9999-01-01
263944,d009,1989-03-16,9999-01-01
263950,d005,1998-10-06,9999-01-01
263955,d007,1986-11-05,9999-01-01
263957,d005,1994-02-23,9999-01-01
263984,d008,1996-09-05,9999-01-01
264005,d005,1992-08-15,1992-11-08
264015,d008,1992-04-05,9999-01-01
264028,d004,1996-09-21,9999-01-01
264028,d005,1991-12-18,1996-09-21
264030,d004,1990-12-14,9999-01-01
264031,d001,1985-09-02,9999-01-01
264049,d004,1988-12-02,1989-04-02
264049,d009,1989-04-02,1994-08-28
264052,d004,1997-11-28,9999-01-01
264067,d004,1990-02-27,9999-01-01
264081,d005,1991-12-07,9999-01-01
264096,d005,1995-01-27,9999-01-01
264101,d008,1993-09-11,9999-01-01
264103,d004,1999-09-27,9999-01-01
264106,d008,1987-04-09,1993-05-22
264114,d004,1988-01-03,9999-01-01
264127,d004,1996-09-19,9999-01-01
264127,d009,1994-10-10,1996-09-19
264139,d004,1987-06-11,9999-01-01
264151,d007,1985-10-11,9999-01-01
264162,d005,1993-03-27,1993-04-05
264180,d005,1987-07-25,9999-01-01
264183,d005,1986-11-28,9999-01-01
264200,d005,1999-06-20,9999-01-01
264201,d005,1994-02-20,9999-01-01
264204,d004,1996-11-07,9999-01-01
264219,d004,1986-07-11,9999-01-01
264227,d005,1999-08-06,9999-01-01
264230,d007,1996-01-28,9999-01-01
264243,d004,1999-03-08,9999-01-01
264256,d004,1994-05-14,9999-01-01
264262,d005,1999-09-13,9999-01-01
264276,d002,1999-01-16,9999-01-01
264308,d005,1988-09-21,1998-10-31
264316,d005,1995-03-10,1997-01-24
264353,d005,1993-03-30,9999-01-01
264355,d007,1994-03-04,1998-10-12
264381,d009,1996-09-17,9999-01-01
264400,d005,1994-04-01,9999-01-01
264401,d005,1997-03-29,9999-01-01
264414,d005,1992-03-01,9999-01-01
264423,d007,1990-12-30,9999-01-01
264430,d004,1995-03-21,9999-01-01
264435,d007,1986-09-23,1992-11-03
264447,d001,1991-06-04,9999-01-01
264472,d004,1989-05-08,9999-01-01
264474,d005,1995-09-14,9999-01-01
264482,d006,1993-07-05,9999-01-01
264490,d008,1995-09-28,9999-01-01
264500,d005,1998-09-30,9999-01-01
264522,d005,1994-03-26,9999-01-01
264536,d005,1988-03-31,9999-01-01
264545,d001,1989-11-09,9999-01-01
264546,d002,1987-12-25,2001-04-29
264546,d003,2001-04-29,9999-01-01
264547,d004,1993-05-27,9999-01-01
264558,d009,1986-07-24,9999-01-01
264563,d004,1993-04-20,9999-01-01
264584,d002,1998-05-17,9999-01-01
264596,d008,1993-10-26,9999-01-01
264605,d005,1999-06-20,2001-03-27
264605,d008,2001-03-27,9999-01-01
264618,d003,1994-08-15,9999-01-01
264626,d001,1993-02-03,9999-01-01
264635,d004,1999-10-16,9999-01-01
264635,d005,1992-11-18,1999-10-16
264640,d006,1992-10-10,9999-01-01
264643,d005,1989-03-29,9999-01-01
264654,d005,1992-11-04,9999-01-01
264677,d001,1991-10-04,1992-02-04
264682,d007,1994-09-11,9999-01-01
264685,d005,1994-01-02,2000-09-07
264687,d005,1991-12-09,2001-05-07
264703,d004,1986-06-18,1998-07-04
264703,d006,1998-07-04,9999-01-01
264716,d005,1994-03-02,9999-01-01
264726,d004,1990-09-15,9999-01-01
264733,d001,1985-02-13,1994-01-20
264734,d005,1996-07-19,9999-01-01
264795,d004,1989-04-22,2001-09-09
264795,d009,2001-09-09,9999-01-01
264802,d005,1987-05-21,9999-01-01
264803,d001,2001-12-18,9999-01-01
264803,d007,1991-03-30,2001-12-18
264820,d008,1993-05-02,9999-01-01
264830,d009,1987-10-11,9999-01-01
264861,d006,1991-09-20,9999-01-01
264863,d001,1989-11-16,1990-03-23
264863,d009,1990-03-23,2001-04-03
264874,d007,1988-11-15,9999-01-01
264887,d007,1988-03-22,9999-01-01
264903,d004,1989-07-08,1997-01-17
264904,d003,1990-03-31,9999-01-01
264930,d005,1995-04-29,9999-01-01
264931,d003,1987-12-22,1997-08-27
264937,d002,1996-12-21,9999-01-01
264970,d004,1994-02-20,1998-10-19
264970,d009,1998-10-19,9999-01-01
264975,d004,1996-08-03,9999-01-01
264986,d004,1993-06-01,1999-03-28
265022,d004,1991-10-13,9999-01-01
265022,d005,1990-01-18,1991-10-13
265046,d004,1998-04-23,9999-01-01
265056,d004,1994-08-03,9999-01-01
265080,d007,1992-09-28,9999-01-01
265083,d004,1988-06-13,1997-01-27
265083,d009,1997-01-27,1998-04-13
265105,d002,1987-06-06,9999-01-01
265128,d009,1997-06-14,9999-01-01
265138,d005,1989-08-18,9999-01-01
265141,d007,1999-11-09,9999-01-01
265151,d005,1999-11-13,2000-07-21
265151,d008,2000-07-21,9999-01-01
265169,d007,1994-04-21,9999-01-01
265176,d004,1990-08-14,9999-01-01
265181,d007,1990-03-17,1992-06-25
265184,d005,1993-09-12,1996-04-04
265197,d004,1994-03-23,9999-01-01
265201,d005,1989-04-07,9999-01-01
265205,d008,1986-06-29,9999-01-01
265249,d005,1986-12-14,9999-01-01
265277,d004,1995-04-01,9999-01-01
265294,d004,2000-08-20,9999-01-01
265294,d005,1994-01-23,2000-08-20
265307,d005,1992-05-10,1997-07-16
265309,d007,1994-02-21,9999-01-01
265330,d004,1991-08-25,9999-01-01
265330,d009,1987-02-21,1991-08-25
265349,d004,1987-05-04,1989-03-20
265367,d004,1995-11-08,9999-01-01
265414,d009,1993-05-01,9999-01-01
265420,d007,1996-07-29,9999-01-01
265424,d005,1995-02-01,9999-01-01
265435,d007,1987-12-12,9999-01-01
265446,d004,1993-01-24,1995-02-17
265462,d004,1990-07-08,9999-01-01
265462,d008,1988-07-12,1990-07-08
265473,d008,1988-02-19,9999-01-01
265475,d003,1999-09-30,2002-04-15
265481,d004,1996-06-22,9999-01-01
265483,d002,1995-02-10,9999-01-01
265496,d004,1995-08-08,1999-02-10
265501,d007,1987-07-19,9999-01-01
265503,d005,1985-06-27,1996-05-24
265505,d004,1992-04-05,9999-01-01
265522,d004,1985-07-12,9999-01-01
265523,d007,1998-06-04,9999-01-01
265524,d001,1999-07-16,9999-01-01
265530,d008,1988-04-21,9999-01-01
265536,d004,1990-11-02,9999-01-01
265565,d004,1995-11-23,1998-12-17
265566,d007,1986-02-11,1993-01-23
265588,d003,1990-03-14,9999-01-01
265591,d008,1998-04-12,9999-01-01
265592,d002,1989-05-10,9999-01-01
265594,d005,1995-06-01,1998-01-22
265597,d001,1988-07-25,9999-01-01
265613,d003,1986-12-07,9999-01-01
265616,d005,1990-11-29,1998-05-29
265618,d004,1997-04-15,1997-09-09
265618,d006,1997-09-09,9999-01-01
265635,d007,1987-05-24,9999-01-01
265683,d002,1990-12-15,1999-08-16
265700,d006,1986-10-13,9999-01-01
265703,d005,1989-11-18,9999-01-01
265737,d007,1995-08-21,9999-01-01
265740,d009,1985-06-12,9999-01-01
265753,d006,1985-08-17,9999-01-01
265766,d001,1988-05-02,9999-01-01
265770,d007,1995-02-19,9999-01-01
265821,d005,1994-07-31,9999-01-01
265834,d002,1991-12-16,9999-01-01
265836,d004,1994-12-30,2001-05-19
265836,d009,2001-05-19,9999-01-01
265844,d005,1990-11-10,9999-01-01
265850,d007,1990-11-25,9999-01-01
265856,d007,1996-11-01,9999-01-01
265857,d004,1994-03-18,9999-01-01
265862,d004,1994-08-18,9999-01-01
265865,d009,1989-12-23,9999-01-01
265875,d004,1989-09-03,9999-01-01
265910,d001,1992-03-05,9999-01-01
265911,d007,1985-07-30,9999-01-01
265930,d007,1990-01-12,9999-01-01
265942,d004,1985-09-23,9999-01-01
265947,d004,2000-01-21,2001-07-11
265952,d009,1999-09-27,9999-01-01
265962,d006,1986-11-03,9999-01-01
265980,d001,1990-08-13,9999-01-01
265981,d007,1997-09-21,1999-08-16
265983,d001,1995-10-04,9999-01-01
265990,d004,1985-12-24,9999-01-01
265998,d004,1987-12-09,9999-01-01
266012,d007,1986-02-18,9999-01-01
266024,d005,1988-10-11,9999-01-01
266028,d002,1994-03-19,1999-01-01
266042,d005,1990-11-02,9999-01-01
266055,d009,1991-01-11,2001-02-09
266061,d006,1994-02-19,9999-01-01
266094,d003,1987-04-27,9999-01-01
266116,d007,1986-04-02,9999-01-01
266117,d008,1993-12-13,9999-01-01
266121,d005,1997-03-28,1999-04-24
266153,d005,1994-05-30,9999-01-01
266182,d002,1989-12-20,9999-01-01
266183,d005,1994-12-11,9999-01-01
266184,d004,1991-08-19,2001-06-01
266186,d004,1991-03-21,2001-01-01
266186,d009,2001-01-01,9999-01-01
266192,d006,1989-06-09,1990-05-22
266222,d005,1997-03-18,9999-01-01
266236,d008,1998-05-11,9999-01-01
266302,d005,1992-05-12,9999-01-01
266306,d005,1998-09-01,2000-10-01
266306,d006,1988-11-19,1998-09-01
266314,d004,1996-07-21,1998-09-25
266323,d007,1991-03-17,9999-01-01
266329,d006,1993-12-25,9999-01-01
266331,d004,1985-11-17,1992-01-21
266334,d007,1987-12-15,9999-01-01
266356,d004,1995-02-16,9999-01-01
266378,d005,1993-12-24,9999-01-01
266393,d004,1998-03-02,9999-01-01
266393,d005,1997-05-12,1998-03-02
266408,d004,1996-08-18,9999-01-01
266420,d007,1999-02-26,9999-01-01
266469,d007,1994-08-06,9999-01-01
266483,d005,1992-06-23,9999-01-01
266491,d004,1999-02-14,9999-01-01
266520,d002,1998-05-13,9999-01-01
266521,d009,1998-07-06,9999-01-01
266540,d005,1996-08-25,9999-01-01
266541,d005,1994-03-18,9999-01-01
266545,d004,1985-03-10,1994-04-01
266593,d007,1991-11-03,9999-01-01
266609,d005,1989-02-02,9999-01-01
266610,d004,1988-01-14,9999-01-01
266613,d008,1993-12-28,9999-01-01
266614,d005,1992-07-17,1999-10-20
266615,d007,1990-04-02,9999-01-01
266624,d008,1996-10-26,9999-01-01
266648,d004,1989-08-08,9999-01-01
266663,d004,1997-01-03,1998-09-14
266663,d006,1998-09-14,9999-01-01
266669,d004,1993-06-07,9999-01-01
266675,d003,1994-05-19,9999-01-01
266682,d008,1988-06-29,1992-11-07
266699,d004,1992-09-10,9999-01-01
266707,d004,1990-03-25,9999-01-01
266709,d005,1990-03-26,9999-01-01
266711,d006,1992-05-26,1997-01-07
266714,d007,1990-11-29,9999-01-01
266716,d004,1999-10-20,9999-01-01
266754,d009,1998-06-03,9999-01-01
266756,d005,1992-06-29,9999-01-01
266766,d005,1987-07-09,9999-01-01
266789,d002,1992-07-01,9999-01-01
266800,d004,1995-05-10,9999-01-01
266804,d004,1987-02-02,2000-12-30
266842,d004,1999-11-03,9999-01-01
266843,d008,1995-09-19,9999-01-01
266855,d004,1990-08-07,1992-10-15
266860,d006,1988-09-11,9999-01-01
266861,d002,1996-06-18,9999-01-01
266863,d001,1996-08-15,9999-01-01
266865,d007,1991-04-24,9999-01-01
266874,d004,1995-08-11,1995-10-14
266922,d007,1995-10-14,9999-01-01
266924,d002,1994-06-17,9999-01-01
266927,d008,1996-11-09,9999-01-01
266936,d004,1988-10-31,9999-01-01
266938,d005,1997-01-24,1998-08-10
266942,d009,1988-07-28,9999-01-01
266946,d005,1985-02-24,9999-01-01
266949,d004,1992-08-28,9999-01-01
266955,d009,1997-11-27,2002-07-20
266970,d007,1999-01-28,9999-01-01
266980,d004,1989-04-01,9999-01-01
266986,d004,1985-04-07,9999-01-01
267024,d009,1993-07-27,1998-05-31
267045,d005,1992-12-29,1998-06-08
267048,d003,1998-08-16,9999-01-01
267052,d005,1996-12-03,9999-01-01
267084,d001,2001-07-16,9999-01-01
267084,d007,1998-02-22,2001-07-16
267095,d005,1987-08-26,9999-01-01
267115,d007,1998-02-17,9999-01-01
267130,d004,1995-01-22,9999-01-01
267132,d005,1994-05-09,9999-01-01
267142,d007,1992-07-22,9999-01-01
267144,d006,1987-06-15,9999-01-01
267146,d004,1990-03-21,9999-01-01
267150,d006,1992-05-14,2001-03-03
267155,d005,1986-06-08,9999-01-01
267167,d005,1998-07-03,9999-01-01
267172,d004,1987-01-17,9999-01-01
267181,d007,1997-11-25,9999-01-01
267199,d002,1987-01-12,1995-01-07
267206,d001,1992-04-06,9999-01-01
267223,d004,1986-10-07,1989-03-03
267223,d009,1989-03-03,9999-01-01
267227,d004,1995-01-22,9999-01-01
267230,d005,1991-05-01,1997-01-15
267245,d005,1996-10-10,1996-12-02
267246,d005,1986-06-28,9999-01-01
267260,d001,2001-10-21,9999-01-01
267260,d003,1994-03-02,2001-10-21
267268,d005,1996-12-06,9999-01-01
267274,d007,1988-08-14,9999-01-01
267287,d004,1987-06-27,9999-01-01
267301,d004,1986-09-28,9999-01-01
267308,d004,1988-07-07,9999-01-01
267323,d006,1990-08-14,9999-01-01
267326,d001,1998-10-30,1998-11-25
267326,d007,1998-11-25,1999-05-10
267327,d005,1993-06-04,9999-01-01
267346,d004,1989-01-13,9999-01-01
267350,d005,1992-01-16,9999-01-01
267352,d004,1997-04-13,9999-01-01
267353,d005,1991-03-17,1991-08-03
267353,d006,1989-10-15,1991-03-17
267361,d001,1993-06-09,1998-07-27
267368,d007,1991-05-26,1996-06-06
267372,d005,1987-03-27,9999-01-01
267418,d005,1997-03-20,1999-05-18
267420,d002,1990-02-07,9999-01-01
267439,d005,1985-09-26,9999-01-01
267458,d005,1999-08-11,9999-01-01
267461,d009,1998-03-08,9999-01-01
267462,d007,1998-05-24,9999-01-01
267468,d004,1999-06-15,1999-11-08
267470,d005,1991-12-09,9999-01-01
267484,d005,1988-08-09,1996-11-20
267485,d004,1993-10-13,9999-01-01
267489,d001,1995-01-12,9999-01-01
267497,d007,1989-08-16,9999-01-01
267508,d004,1992-11-16,9999-01-01
267538,d007,1990-08-15,1993-06-01
267538,d009,1993-06-01,2001-01-23
267550,d007,1995-04-05,9999-01-01
267551,d005,1986-12-30,1993-11-22
267570,d009,1991-02-25,9999-01-01
267575,d005,1985-09-30,9999-01-01
267576,d005,1997-04-21,1999-01-09
267591,d007,1998-04-30,2000-06-25
267591,d009,2000-06-25,9999-01-01
267594,d007,1987-07-30,1999-09-25
267600,d002,1993-09-02,9999-01-01
267610,d009,1991-12-31,9999-01-01
267664,d005,1993-10-24,9999-01-01
267667,d007,1987-09-05,9999-01-01
267687,d007,1992-11-21,9999-01-01
267698,d008,1988-03-19,9999-01-01
267702,d007,1997-09-21,9999-01-01
267705,d004,1994-10-20,2002-04-01
267705,d006,2002-04-01,9999-01-01
267714,d007,1998-02-26,9999-01-01
267747,d004,1997-06-23,2000-03-06
267778,d004,1992-10-16,9999-01-01
267782,d005,1991-01-19,9999-01-01
267785,d008,1992-02-04,9999-01-01
267800,d001,1998-08-24,2000-11-13
267812,d007,1998-06-26,9999-01-01
267830,d009,1995-01-03,9999-01-01
267835,d007,1996-11-20,9999-01-01
267837,d005,1992-09-03,1993-09-06
267837,d008,1993-09-06,1993-12-26
267874,d008,1998-11-17,9999-01-01
267879,d005,1997-10-03,9999-01-01
267881,d007,1993-09-03,9999-01-01
267892,d008,1996-11-12,9999-01-01
267894,d004,1996-05-19,1999-01-08
267894,d006,1999-01-08,9999-01-01
267898,d005,1985-12-08,9999-01-01
267906,d005,1991-12-21,2000-04-22
267911,d004,1992-10-28,9999-01-01
267922,d005,1992-06-26,2000-06-26
267922,d008,2000-06-26,9999-01-01
267926,d009,1991-04-25,9999-01-01
267935,d005,1985-03-16,9999-01-01
267940,d007,1997-03-19,9999-01-01
267941,d005,1990-05-19,1991-02-14
267941,d008,1991-02-14,9999-01-01
267942,d002,1986-07-19,9999-01-01
267957,d004,1987-04-24,9999-01-01
267960,d005,1993-06-08,1995-04-03
267960,d008,1995-04-03,9999-01-01
267972,d004,1996-12-20,9999-01-01
267978,d007,1990-01-12,9999-01-01
267983,d006,1995-03-12,1999-02-28
267985,d007,1994-11-17,9999-01-01
268010,d009,1992-08-23,9999-01-01
268024,d002,1989-02-16,9999-01-01
268027,d005,1986-02-04,9999-01-01
268066,d001,1987-03-13,1987-12-18
268072,d004,1989-01-15,2000-10-15
268086,d005,1996-01-07,9999-01-01
268094,d001,1998-07-05,9999-01-01
268098,d007,1986-04-24,9999-01-01
268107,d005,1986-11-08,9999-01-01
268131,d004,1997-07-04,2000-08-27
268132,d007,1995-01-05,9999-01-01
268149,d004,1999-05-18,9999-01-01
268154,d001,1988-12-20,1989-07-18
268175,d004,1989-01-29,9999-01-01
268194,d001,1994-05-27,1994-06-29
268200,d005,1985-11-17,9999-01-01
268205,d006,1993-01-04,9999-01-01
268207,d007,1989-07-17,9999-01-01
268209,d006,1988-08-16,2002-03-12
268217,d005,1990-02-24,1996-09-30
268223,d007,1989-07-15,9999-01-01
268248,d009,1992-03-02,1999-07-28
268259,d004,1987-12-26,1996-10-15
268259,d009,1996-10-15,9999-01-01
268264,d004,1986-07-18,9999-01-01
268266,d009,1997-10-18,9999-01-01
268303,d001,1997-12-20,9999-01-01
268312,d005,1995-11-11,9999-01-01
268334,d002,1985-04-11,9999-01-01
268343,d007,1994-09-15,1998-07-06
268355,d007,1987-05-20,9999-01-01
268357,d002,1989-05-24,1994-04-28
268357,d003,1994-04-28,9999-01-01
268364,d004,1993-05-03,1995-01-08
268373,d008,1999-06-22,9999-01-01
268384,d001,2000-01-15,9999-01-01
268394,d007,1987-09-22,1996-09-15
268426,d005,1989-03-05,9999-01-01
268442,d005,1995-11-23,1997-02-28
268474,d007,1999-08-11,9999-01-01
268478,d007,1989-01-11,1995-06-03
268481,d004,1998-11-18,9999-01-01
268502,d004,1994-06-21,1999-04-21
268508,d005,1994-06-20,9999-01-01
268515,d007,1997-04-24,2001-06-06
268529,d006,1985-04-18,9999-01-01
268537,d007,1992-01-17,9999-01-01
268550,d005,1995-08-10,9999-01-01
268558,d009,1993-06-24,9999-01-01
268564,d006,1988-11-15,1989-02-02
268609,d004,1985-06-06,9999-01-01
268613,d004,1995-02-07,9999-01-01
268617,d005,1995-06-10,9999-01-01
268622,d004,2000-03-02,9999-01-01
268622,d005,1999-09-09,2000-03-02
268634,d002,1988-02-15,1997-07-17
268646,d002,1988-06-02,1996-08-18
268652,d008,1988-12-04,1990-04-21
268684,d001,1986-07-03,1991-04-10
268709,d008,1990-09-11,9999-01-01
268714,d007,1992-09-19,9999-01-01
268722,d004,1986-07-01,9999-01-01
268727,d004,1985-10-03,9999-01-01
268734,d009,1999-09-21,9999-01-01
268745,d007,1990-07-09,9999-01-01
268752,d007,1998-04-09,9999-01-01
268753,d001,1995-03-26,1995-04-25
268753,d007,1995-02-07,1995-03-26
268765,d001,1990-12-11,2002-02-21
268767,d004,1990-09-27,9999-01-01
268777,d003,1996-01-24,9999-01-01
268779,d005,1993-12-23,2000-12-30
268784,d003,1994-12-04,9999-01-01
268796,d004,1996-04-20,9999-01-01
268802,d004,1994-03-31,9999-01-01
268812,d007,1986-07-13,9999-01-01
268818,d004,1989-07-21,9999-01-01
268826,d003,1995-02-17,9999-01-01
268830,d006,1999-12-25,9999-01-01
268861,d006,1988-10-30,9999-01-01
268874,d004,1987-07-05,9999-01-01
268884,d005,1992-09-22,9999-01-01
268893,d002,1990-02-05,2001-08-09
268894,d005,1999-12-17,9999-01-01
268915,d004,1999-10-21,9999-01-01
268915,d005,1999-07-08,1999-10-21
268942,d005,1997-06-06,9999-01-01
268946,d004,1996-04-04,9999-01-01
268992,d007,1988-04-05,9999-01-01
269012,d004,1985-02-11,1989-01-07
269012,d006,1989-01-07,9999-01-01
269023,d005,1985-03-01,1992-09-09
269023,d008,1992-09-09,9999-01-01
269025,d004,1989-09-21,1995-08-30
